,"FWD CCY\ILS 20170316 USD\ILS 3.5120000 20190318- בנק לאומי לישראל בע""מ",90003802,אחר,דולר אמריקאי,16/03/17,"102,287,000.00",-1.21,"-1,235.70",-0.90,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"לונג דולר שח 170919_3.4565- בנק לאומי לישראל בע""מ",89998326,אחר,דולר אמריקאי,17/09/14,"12,330,000.00",1.07,131.40,0.10,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"סה""כ מט""ח/מט""ח",,,,,"9,026,500.00",,-0.02,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"FWD CCY\CCY EUR\GBP 0.84702_ 190717 בפועלים- בנק הפועלים בע""מ",89998420,אחר,אירו,19/07/16,"-2,913,000.00",8.19,-238.65,-0.17,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"לונג דולר אוסטרלי שורט $ 0.75839 _230517- בנק הפועלים בע""מ",89998435,אחר,דולר אוסטרלי,08/03/17,"8,065,000.00",2.81,226.33,0.16,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"FWD CCY\CCY 20170220 AUD\USD 0.7654600 20170523- בנק לאומי לישראל בע""מ",90003591,אחר,דולר אוסטרלי,20/02/17,"3,874,500.00",0.32,12.30,0.01,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"סה""כ ריבית",,,,,0.00,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,0,0,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"סה""כ אחר",,,,,"125,386,854.49",,"51,232.40",37.17,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Irx1 שקל  4.28% 1/2024 לקבל (ברקליס- BARCLAYS BANK,89998003,Diversified Financials,שקל חדש,29/01/14,"77,025,510.25",100.66,"77,531.30",56.25,0.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IRX4_מקבל דולר 6.76% _18032020(B- BARCLAYS BANK,89998403,Diversified Financials,דולר אמריקאי,21/09/14,"2,603,859.00",100.19,"9,430.63",6.84,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IRX4_משלם שקל _5.71% _180320 (B- BARCLAYS BANK,89998404,Diversified Financials,שקל חדש,21/09/14,"-9,484,556.00",100.16,"-9,499.39",-6.89,-0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Swap Irx יורו שח 2.875% 01/24 משלם(B- BARCLAYS BANK,89998004,Diversified Financials,אירו,29/01/14,"-16,164,850.00",100.44,"-63,028.74",-45.73,-0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Swap Irx2 E/$  2.875% 01/24 משלם(B- BARCLAYS BANK,89998007,Diversified Financials,אירו,05/02/14,"-19,109,000.00",100.44,"-74,508.35",-54.06,-0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Swap Irx2 E/$ 3.9925% 1/2024 מקבל(B- BARCLAYS BANK,89998006,Diversified Financials,דולר אמריקאי,05/02/14,"25,844,923.00",100.64,"94,030.37",68.22,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Swap Irx3 E/$  2.875% 01/24 משלם יורו(B- BARCLAYS BANK,89998401,Diversified Financials,אירו,16/09/14,"-8,704,150.00",100.44,"-33,938.55",-24.62,-0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Swap Irx3 E/$ 4.93% 1/2024 מקבל $(B- BARCLAYS BANK,89998400,Diversified Financials,דולר אמריקאי,16/09/14,"11,444,612.00",100.79,"41,700.88",30.25,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ברקליס IRX4_שערוך- BARCLAYS BANK,89998405,Diversified Financials,דולר אמריקאי,21/09/14,"2,603,859.00",-2.16,-203.53,-0.15,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,שערוך irx1 Barclays 1/2024- BARCLAYS BANK,89998005,Diversified Financials,שקל חדש,29/01/14,"77,025,510.25",7.00,"5,390.25",3.91,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,שערוך irx2  E/$ Barclays 1/2024- BARCLAYS BANK,89998008,Diversified Financials,דולר אמריקאי,05/02/14,"25,844,923.00",-4.14,"-3,867.76",-2.81,-0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,שערוך irx3_E/$ Barclays 1/2024- BARCLAYS BANK,89998402,Diversified Financials,דולר אמריקאי,16/09/14,"11,444,612.00",1.10,454.15,0.33,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"18032020_ILS_5.45 EUR_4.625 IRX_3- בנק לאומי לישראל בע""מ",90002787,אחר,שקל חדש,,"-1,820,000.00",-126.01,"2,293.33",1.66,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"18032020_ILS_5.47 EUR_4.62 IRX-4- בנק לאומי לישראל בע""מ",90002788,אחר,שקל חדש,,"-1,700,000.00",-129.91,"2,208.39",1.60,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"18032020_ILS_5.71 EUR_4.625 IRX-1- בנק לאומי לישראל בע""מ",90002791,אחר,שקל חדש,,"-740,000.00",-141.84,"1,049.63",0.76,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"18032020_ILS_5.76 EUR_ 4.625 IRX-2- בנק לאומי לישראל בע""מ",90002790,אחר,שקל חדש,,"-1,480,000.00",-142.71,"2,112.18",1.53,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"20200116  ILS IRS TELBOR FLOAT FIXED 1.0525- בנק לאומי לישראל בע""מ",90002793,אחר,שקל חדש,16/11/16,"11,647,000.00",-1.88,-219.35,-0.16,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"28072022 USD CHF IRX-9 FIXED 3.28 _0.5- בנק לאומי לישראל בע""מ",90002800,אחר,דולר אמריקאי,,"-5,654,000.00",-1.46,298.87,0.22,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"28072025 USD CHF IRX-9_ FIXED 4.005_1_- בנק לאומי לישראל בע""מ",90002801,אחר,דולר אמריקאי,,"-5,654,000.00",-1.83,373.23,0.27,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"29032024 USD ILS IRX-8_ FIXED 5.125 4.28- בנק לאומי לישראל בע""מ",90002792,אחר,דולר אמריקאי,,"-77,025,510.01",1.42,"-3,952.03",-2.87,-0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ILS_5.47 EUR_4.625 IRX-6 _18032020- בנק לאומי לישראל בע""מ",90002789,אחר,שקל חדש,,"-1,270,000.00",-120.85,"1,534.84",1.11,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"IRX יורו שח 18032020 3.08%צ (5- בנק לאומי לישראל בע""מ",89997021,אחר,שקל חדש,06/01/12,"3,496,500.00",101.92,"3,563.77",2.59,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"IRX יורו שח 18032020 4.04%צ (7- בנק לאומי לישראל בע""מ",89997030,אחר,שקל חדש,16/08/12,"5,988,056.00",100.98,"6,046.72",4.39,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"IRX5 יורו שח 18032020צ  4.63%- בנק לאומי לישראל בע""מ",89997020,אחר,אירו,06/01/12,"-700,000.00",100.13,"-2,720.84",-1.97,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"IRX7 יורו שח 18032020צ  4.63%- בנק לאומי לישראל בע""מ",89997029,אחר,אירו,16/08/12,"-1,208,000.00",100.13,"-4,695.40",-3.41,-0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"שערוך IRX5 יורו שח צ 18032020- בנק לאומי לישראל בע""מ",89997019,אחר,שקל חדש,06/01/12,"3,496,500.00",-1.20,-41.85,-0.03,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"שערוך IRX7 יורו שח צ 18032020- בנק לאומי לישראל בע""מ",89997031,אחר,שקל חדש,16/08/12,"5,988,056.00",1.51,90.16,0.07,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IRS החלפת %R קבוע ב- T_3M,89998411,אחר,שקל חדש,20/01/15,"11,647,000.00",-1.72,-200.50,-0.15,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"סה""כ בחו""ל",,,,,0.00,,"105,105.51",76.26,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"סה""כ מדדים כולל מניות",,,,,0.00,,"105,105.51",76.26,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Equity Swap On ASA51 05122017- בנק לאומי לישראל בע""מ",89998593,Diversified Financials,דולר אוסטרלי,08/12/16,"11,309,534.00",110.79,"34,746.23",25.21,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Equity Swap On ASA51 090318- בנק לאומי לישראל בע""מ",89998597,Diversified Financials,דולר אוסטרלי,13/03/17,"6,926,396.50",102.79,"19,742.18",14.32,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Equity Swap On ASA51 120917- בנק לאומי לישראל בע""מ",89998589,Diversified Financials,דולר אוסטרלי,16/09/16,"3,984,335.89",115.79,"12,792.93",9.28,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Equity Swap On ASA51 160617- בנק לאומי לישראל בע""מ",89998577,Diversified Financials,דולר אוסטרלי,20/06/16,"13,763,857.32",118.76,"45,328.04",32.89,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Equity Swap on DAX 130917- בנק לאומי לישראל בע""מ",89998583,Diversified Financials,אירו,14/09/16,"3,894,975.00",118.00,"17,842.30",12.94,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Equity Swap on DAX 140318- בנק לאומי לישראל בע""מ",89998601,Diversified Financials,אירו,17/03/17,"16,477,541.64",102.05,"65,279.02",47.36,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Equity Swap on DJITR _160617- בנק לאומי לישראל בע""מ",89998581,Diversified Financials,דולר אמריקאי,21/06/16,"1,547,855.40",119.17,"6,668.08",4.84,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Equity Swap on sptr 160118- בנק לאומי לישראל בע""מ",89998595,Diversified Financials,דולר אמריקאי,20/01/17,"61,995,993.98",104.87,"235,031.97",170.52,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Equity Swap on sptr 160617- בנק לאומי לישראל בע""מ",89998575,Diversified Financials,דולר אמריקאי,17/06/16,"91,275,306.19",116.00,"382,769.63",277.71,3.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Sptr swap_ libor12m-0.49%- בנק לאומי לישראל בע""מ",89998588,Diversified Financials,דולר אמריקאי,15/09/16,"-62,812,155.95",100.58,"-228,381.31",-165.69,-2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Swap  Dax_ Euribor12m +0.13%- בנק לאומי לישראל בע""מ",89998584,Diversified Financials,אירו,14/09/16,"-3,894,975.00",100.04,"-15,126.47",-10.97,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Swap  Dax_ Euribor12m +0.255%- בנק לאומי לישראל בע""מ",89998602,Diversified Financials,אירו,17/03/17,"-16,477,541.64",100.01,"-63,969.17",-46.41,-0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Swap  Djirt_ libor12m -0.45- בנק לאומי לישראל בע""מ",89998582,Diversified Financials,דולר אמריקאי,21/06/16,"-1,547,855.40",100.62,"-5,630.16",-4.08,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Swap ASA51 _1.998%- בנק לאומי לישראל בע""מ",89998590,Diversified Financials,דולר אוסטרלי,16/09/16,"-3,984,335.89",101.07,"-11,166.32",-8.10,-0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Swap ASA51 _2.03%- בנק לאומי לישראל בע""מ",89998578,Diversified Financials,דולר אוסטרלי,20/06/16,"-13,763,857.32",101.59,"-38,773.13",-28.13,-0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Swap ASA51 _2.040%- בנק לאומי לישראל בע""מ",89998594,Diversified Financials,דולר אוסטרלי,08/12/16,"-11,309,534.00",100.63,"-31,557.54",-22.90,-0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Swap ASA51 130318_1.98%- בנק לאומי לישראל בע""מ",89998598,Diversified Financials,דולר אוסטרלי,13/03/17,"-6,926,396.50",100.09,"-19,224.61",-13.95,-0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Swap Sptr Libor12m-0.35% _190118- בנק לאומי לישראל בע""מ",89998596,Diversified Financials,דולר אמריקאי,20/01/17,"-61,995,993.98",100.26,"-224,699.88",-163.02,-2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Swap Sptr Libor12m-0.51% _160617- בנק לאומי לישראל בע""מ",89998576,Diversified Financials,דולר אמריקאי,17/06/16,"-91,275,306.19",100.60,"-331,940.14",-240.83,-3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Equity Swap on TUKXG (ftse100)130917- בנק מזרחי טפחות בע""מ",89998585,Diversified Financials,לירה שטרלינג,14/09/16,"2,664,092.60",112.65,"13,493.35",9.79,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Equity Swap On Tukxg 0070318(ftse- בנק מזרחי טפחות בע""מ",89998599,Diversified Financials,לירה שטרלינג,13/03/17,"3,786,664.16",100.75,"17,153.49",12.45,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Equity Swap on XNDX 16617,89998579,Diversified Financials,דולר אמריקאי,21/06/16,"2,155,292.74",124.10,"9,668.84",7.01,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Swap  XNDX_רבית 0.7608%_210617מז- בנק מזרחי טפחות בע""מ",89998580,Diversified Financials,דולר אמריקאי,21/06/16,"-2,155,292.74",100.60,"-7,837.82",-5.69,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"swap libor gbp 12m-0.27%- בנק מזרחי טפחות בע""מ",89998586,Diversified Financials,לירה שטרלינג,14/09/16,"-2,664,092.60",100.26,"-12,008.75",-8.71,-0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"swap tukxg_swap libor gbp 12m-0.17%_090318- בנק מזרחי טפחות בע""מ",89998600,Diversified Financials,לירה שטרלינג,13/03/17,"-3,786,664.16",100.03,"-17,030.35",-12.36,-0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Equity Swap on SPTR 120917- בנק לאומי לישראל בע""מ",89998587,אחר,דולר אמריקאי,15/09/16,"62,812,155.95",110.95,"251,935.06",182.78,2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"סה""כ מטבע",,,,,0.00,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,0,0,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"סה""כ ריבית",,,,,0.00,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,0,0,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"סה""כ אחר",,,,,0.00,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,0,0,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,בעל ענין/צד קשור *,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
