,ממשל צמודה 0545- גליל,1134865,TASE,RF,פנימי,03/03/15,24.14,שקל חדש,1.00,0.02,"191,482,033.00",87.00,"166,589.37",2.66,4.06,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ממשל צמודה 0923- גליל,1128081,TASE,RF,פנימי,03/04/13,6.17,שקל חדש,1.75,0.00,"42,167,747.00",110.29,"46,506.81",0.30,1.13,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ממשל צמודה 1025- גליל,1135912,TASE,RF,פנימי,07/07/15,8.33,שקל חדש,0.75,0.01,"17,916,606.00",100.30,"17,970.36",0.14,0.44,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ממשלתי צמוד 1020- גליל,1137181,TASE,RF,פנימי,21/02/17,3.58,שקל חדש,0.10,0.00,"61,114,130.00",100.00,"61,114.13",0.57,1.49,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ממשלתי צמוד 841- גליל,1120583,TASE,RF,פנימי,21/09/10,18.66,שקל חדש,2.75,0.01,"34,728,873.00",134.61,"46,748.54",0.20,1.14,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ממשלתי צמודה 0536- גליל,1097708,TASE,RF,פנימי,16/01/08,14.45,שקל חדש,4.00,0.01,"223,222.00",174.74,390.06,0.00,0.01,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ממשלתי צמודה 922- גליל,1124056,TASE,RF,פנימי,18/12/11,5.15,שקל חדש,2.75,0.00,"1,855,439.00",118.22,"2,193.50",0.01,0.05,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ממשלתית צמודה 517- גליל,1125905,TASE,RF,פנימי,31/12/15,0.16,שקל חדש,1.00,-0.01,"100,958,808.00",102.98,"103,967.38",1.42,2.54,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"סה""כ לא צמודות",,,,,,1.58,,,0.19,"2,825,853,498.00",,"2,844,858.65",,69.38,25.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"סה""כ מלווה קצר מועד",,,,,,0.57,,,0.04,"2,138,924,230.00",,"2,137,402.63",,52.12,19.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"מ.ק.מ 1017- בנק ישראל- מק""מ",8171019,TASE,RF,פנימי,06/10/16,0.50,שקל חדש,0.00,0.12,"596,103,161.00",99.94,"595,745.50",6.62,14.53,5.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"מ.ק.מ 1127 פדיון 1.11.17- בנק ישראל- מק""מ",8171126,TASE,RF,פנימי,02/11/16,0.61,שקל חדש,0.00,0.00,"80,468,000.00",99.92,"80,403.63",1.15,1.96,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"מ.ק.מ 118 פדיון 3.1.2018- בנק ישראל- מק""מ",8180119,TASE,RF,פנימי,04/01/17,0.76,שקל חדש,0.00,0.00,"285,082,000.00",99.92,"284,853.93",4.07,6.95,2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"מ.ק.מ 218 פדיון 7.2.18- בנק ישראל- מק""מ",8180218,TASE,RF,פנימי,08/02/17,0.86,שקל חדש,0.00,0.00,"83,507,700.00",99.87,"83,399.14",1.19,2.03,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"מ.ק.מ 318 פדיון 7.3.2018- בנק ישראל- מק""מ",8180317,TASE,RF,פנימי,08/03/17,0.93,שקל חדש,0.00,0.14,"125,906,000.00",99.87,"125,742.32",1.80,3.07,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"מקמ 1217 פדיון 3.12.17- בנק ישראל- מק""מ",8171217,TASE,RF,פנימי,07/12/16,0.68,שקל חדש,0.00,0.00,"281,211,000.00",99.89,"280,901.67",4.02,6.85,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"מקמ 517- בנק ישראל- מק""מ",8170516,TASE,RF,פנימי,04/05/16,0.09,שקל חדש,0.00,0.00,"7,160,300.00",99.98,"7,158.87",0.07,0.17,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"מקמ 617- בנק ישראל- מק""מ",8170615,TASE,RF,פנימי,08/06/16,0.19,שקל חדש,0.00,0.00,"46,501,888.00",99.99,"46,497.24",0.42,1.13,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"מקמ 717- בנק ישראל- מק""מ",8170714,TASE,RF,פנימי,06/07/16,0.26,שקל חדש,0.00,0.00,"52,626,000.00",99.97,"52,610.21",0.58,1.28,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"מקמ 817- בנק ישראל- מק""מ",8170813,TASE,RF,פנימי,03/08/16,0.34,שקל חדש,0.00,0.00,"110,597,500.00",99.97,"110,564.32",1.23,2.70,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"מקמ 917- בנק ישראל- מק""מ",8170912,TASE,RF,פנימי,07/09/16,0.44,שקל חדש,0.00,0.00,"469,760,681.00",99.95,"469,525.80",5.22,11.45,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"סה""כ שחר",,,,,,4.63,,,0.62,"686,929,268.00",,"707,456.02",,17.25,6.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ממשל שקלית 0118- שחר,1126218,TASE,RF,פנימי,18/10/15,0.84,שקל חדש,4.00,0.00,"26,900,410.00",103.89,"27,946.84",0.16,0.68,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ממשל שקלית 0219- שחר,1110907,TASE,RF,פנימי,06/06/16,1.86,שקל חדש,6.00,0.00,"40,586,056.00",111.37,"45,200.69",0.22,1.10,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ממשל שקלית 0327- שחר,1139344,TASE,RF,פנימי,08/11/16,9.15,שקל חדש,0.00,2.17,"111,310,690.00",98.52,"109,663.29",2.33,2.67,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ממשל שקלית 0347- שחר,1140193,TASE,RF,פנימי,07/03/17,18.79,שקל חדש,3.75,3.48,"55,167,895.00",105.00,"57,926.29",20.95,1.41,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ממשל שקלית 0825- שחר,1135557,TASE,RF,פנימי,18/05/15,7.82,שקל חדש,1.75,0.02,"8,510,978.00",99.75,"8,489.70",0.06,0.21,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ממשל שקלית 1018- שחר,1136548,TASE,RF,פנימי,07/10/15,1.58,שקל חדש,0.50,0.00,"300,998,253.00",100.59,"302,774.14",1.97,7.38,2.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ממשל שקלית 519- שחר,1131770,TASE,RF,פנימי,08/08/16,2.10,שקל חדש,2.25,0.00,"132,051,389.00",105.88,"139,816.01",0.82,3.41,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ממשלתי שקלית 0142- שחר,1125400,TASE,RF,פנימי,05/02/13,15.64,שקל חדש,5.50,0.03,"10,909,813.00",138.77,"15,139.55",0.06,0.37,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,שחר ממשל שקלית 10/17 2.25%- שחר,1132786,TASE,RF,פנימי,17/02/16,0.59,שקל חדש,1.25,0.00,"493,784.00",101.16,499.51,0.00,0.01,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"סה""כ גילון",,,,,,0.00,,,0.00,0.00,,0.00,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,,0,,,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"סה""כ צמודות לדולר",,,,,,0.00,,,0.00,0.00,,0.00,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,,0,,,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"סה""כ בחו""ל",,,,,,8.74,,,1.77,"110,870,000.00",,"464,250.97",,11.32,4.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"סה""כ אג""ח של ממשלת ישראל שהונפקו בחו""ל",,,,,,8.74,,,1.77,"110,870,000.00",,"464,250.97",,11.32,4.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,37/ISRAEL 2 3/8 01/18,XS1551294413,אחר,A+,S&P,12/01/17,15.96,אירו,2.38,2.38,"2,478,000.00",100.34,"9,652.25",0.33,0.24,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ISRAEL 1.5% 01/18/27,XS1551294256,NYSE,A+,S&P,12/01/17,9.18,אירו,1.50,1.39,"4,065,000.00",101.27,"15,981.20",0.27,0.39,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ISRAEL 2 7/8 01/29/24- ממשל דואלית,XS1023541847,אחר,A+,S&P,28/01/14,6.32,אירו,2.88,0.89,"62,800,000.00",113.58,"276,893.12",4.19,6.75,2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Israel 2.875% 03.16,US46513CXR23,אחר,A+,S&P,10/03/16,7.95,דולר אמריקאי,2.88,3.13,"626,000.00",98.28,"2,224.06",0.06,0.05,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Israel 4.5  01/43- ממשל דואלית,US4651387N91,אחר,A+,S&P,26/06/13,15.60,דולר אמריקאי,4.50,4.33,"31,983,000.00",103.97,"120,209.76",3.20,2.93,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Israel 4.625% 18.03.20- ממשל דואלית,XS0495946070,אחר,A+,S&P,07/03/11,2.85,אירו,4.63,0.12,"8,918,000.00",113.49,"39,290.58",0.59,0.96,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"סה""כ אג""ח שהנפיקו ממשלות זרות בחו""ל",,,,,,0.00,,,0.00,0.00,,0.00,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,,0,,,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
