,"בינל הנפק ש""ה אגח ג- הבינלאומי הראשון הנפקות בע""מ",1093681,TASE,אחר,1153,בנקים,AA+,מעלות,27/09/16,1.32,שקל חדש,4.20,0.97,"301,017.56",128.03,385.39,0.29,0.83,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"לאומי התח נד  ח- בנק לאומי לישראל בע""מ",6040232,TASE,אחר,604,בנקים,AA+,מעלות,24/07/16,0.59,שקל חדש,4.40,1.33,"242,588.00",123.82,300.37,0.02,0.65,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"מזרחי טפחות הנפקות הת 27- מזרחי טפחות חברה להנפקות בע""מ",2310035,TASE,אחר,231,בנקים,AA+,מעלות,27/07/16,0.17,שקל חדש,5.50,1.44,"542,829.00",135.38,734.88,0.27,1.58,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"עזריאלי אגח ג- קבוצת עזריאלי בע""מ (לשעבר קנית מימון)",1136324,TASE,אחר,1420,"נדל""ן ובינוי",AA+,מעלות,30/06/16,5.91,שקל חדש,1.64,1.37,"215,824.00",102.04,220.23,0.02,0.47,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"עזריאלי אגח ד- קבוצת עזריאלי בע""מ (לשעבר קנית מימון)",1138650,TASE,אחר,1420,"נדל""ן ובינוי",Aa1,מידרוג,25/09/16,7.25,שקל חדש,1.34,1.70,"910,490.00",98.16,893.74,0.04,1.92,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"פועלים הנפ הת טו- הפועלים הנפקות בע""מ",1940543,TASE,אחר,194,בנקים,AA+,מעלות,17/08/16,5.15,שקל חדש,4.20,0.94,"492,248.00",120.61,593.70,0.05,1.28,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"בזק אגח 6- בזק החברה הישראלית לתקשורת בע""מ",2300143,TASE,אחר,230,תקשורת ומדיה,AA,מעלות,29/09/16,3.89,שקל חדש,3.70,1.18,"298,856.00",114.50,342.19,0.01,0.74,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"בינל הנפק התח כא- הבינלאומי הראשון הנפקות בע""מ",1126598,TASE,אחר,1153,בנקים,AA,מעלות,28/09/16,2.70,שקל חדש,2.80,0.67,"147,948.00",107.61,159.21,0.02,0.34,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"בינלאומי הנפקות כ נדחה- הבינלאומי הראשון הנפקות בע""מ",1121953,TASE,אחר,1153,בנקים,AA,מעלות,28/09/16,2.26,שקל חדש,3.10,0.84,"49,569.00",112.58,55.80,0.01,0.12,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"וילאר אגח ד- וילאר אינטרנשיונל בע""מ",4160099,TASE,אחר,416,"נדל""ן ובינוי",AA,מעלות,11/08/16,0.74,שקל חדש,4.00,1.24,"90,574.00",125.43,113.61,0.18,0.24,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"וילאר אגח ו- וילאר אינטרנשיונל בע""מ",4160115,TASE,אחר,416,"נדל""ן ובינוי",AA,מעלות,03/07/16,3.27,שקל חדש,3.64,1.03,"181,714.29",117.80,214.06,0.16,0.46,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"חשמל אגח 27- חברת החשמל לישראל בע""מ",6000210,TASE,אחר,600,שירותים,AA,מעלות,25/02/16,9.07,שקל חדש,3.85,2.48,"68,866.00",115.00,79.20,0.00,0.17,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"שטראוס אגח ב- שטראוס גרופ בע""מ",7460140,TASE,אחר,746,מזון,Aa2,מידרוג,16/08/16,0.82,שקל חדש,4.10,1.24,"148,345.33",123.57,183.31,0.05,0.39,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"אגוד הנפ  אגח ו- אגוד הנפקות בע""מ",1126762,TASE,אחר,1239,בנקים,Aa3,מידרוג,27/09/16,1.33,שקל חדש,1.60,0.86,"558,401.58",102.63,573.09,0.11,1.23,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"אמות אגח א- אמות השקעות בע""מ",1097385,TASE,אחר,1328,"נדל""ן ובינוי",AA-,מעלות,25/09/16,1.72,שקל חדש,4.95,1.08,"87,073.00",127.20,110.76,0.02,0.24,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"בינל הנפק אוצר נדח הת ו- הבינלאומי הראשון הנפקות בע""מ",1110279,TASE,אחר,1153,בנקים,Aa3,מידרוג,25/08/16,0.52,שקל חדש,4.30,2.86,"8,222.01",116.79,9.60,0.01,0.02,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,בראק אן וי אגח ג- בראק קפיטל פרופרטיז אן וי,1133040,TASE,אחר,1560,"נדל""ן ובינוי",AA-,מעלות,03/07/16,7.23,שקל חדש,3.30,2.69,"155,378.59",105.25,163.54,0.10,0.35,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"גזית גלוב אגח י- גזית-גלוב בע""מ",1260488,TASE,אחר,126,"נדל""ן ובינוי",AA-,מעלות,10/05/16,2.73,שקל חדש,6.50,1.14,"259,047.44",129.39,335.18,0.04,0.72,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"גזית גלוב אגח יב- גזית-גלוב בע""מ",1260603,TASE,אחר,126,"נדל""ן ובינוי",AA-,מעלות,27/06/16,7.77,שקל חדש,4.00,3.95,"470,742.00",101.70,478.74,0.02,1.03,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"דיסקונט מנפיקים הת ב- דיסקונט מנפיקים בע""מ",7480023,TASE,אחר,748,בנקים,AA-,מעלות,28/09/16,1.60,שקל חדש,5.25,1.00,"32,064.00",136.35,43.72,0.01,0.09,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"דקסיה הנ אגח י- דקסיה ישראל הנפקות בע""מ",1134147,TASE,אחר,1291,בנקים,AA-,מעלות,28/09/16,6.42,שקל חדש,1.50,1.29,"291,106.76",102.36,297.98,0.04,0.64,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"דקסיה ישראל הנ אגח ב 4.65- דקסיה ישראל הנפקות בע""מ",1095066,TASE,אחר,1291,בנקים,AA-,מעלות,27/09/16,2.09,שקל חדש,4.65,0.97,"419,386.00",133.20,558.62,0.06,1.20,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"יואל  אגח 3- י.ו.א.ל. ירושלים אויל אקספלורשיין בע""מ",5830104,TASE,אחר,583,השקעות ואחזקות,AA-,מעלות,26/09/16,0.76,שקל חדש,1.28,1.12,"129,083.81",100.29,129.46,0.17,0.28,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"מליסרון אג""ח ח- מליסרון בע""מ",3230166,TASE,אחר,323,"נדל""ן ובינוי",AA-,מעלות,29/09/16,4.68,שקל חדש,2.55,1.40,"11,550.44",106.44,12.29,0.00,0.03,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"מליסרון אגח ה- מליסרון בע""מ",3230091,TASE,אחר,323,"נדל""ן ובינוי",AA-,מעלות,28/06/16,3.34,שקל חדש,5.10,1.10,"235,505.53",127.02,299.14,0.02,0.64,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"מליסרון אגח יד- מליסרון בע""מ",3230232,TASE,אחר,323,"נדל""ן ובינוי",AA-,מעלות,21/09/16,7.78,שקל חדש,2.15,2.38,"497,292.00",100.16,498.09,0.09,1.07,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ריט 1 אגח ד- ריט 1 בע""מ",1129899,TASE,אחר,1357,"נדל""ן ובינוי",AA-,מעלות,12/01/16,5.51,שקל חדש,4.00,1.77,"12,476.11",112.92,14.09,0.00,0.03,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ריט 1 אגח ו- ריט 1 בע""מ",1138544,TASE,אחר,1357,"נדל""ן ובינוי",AA-,מעלות,12/09/16,8.80,שקל חדש,3.50,2.19,"225,785.00",112.86,254.82,0.12,0.55,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ריט 1 סד ה- ריט 1 בע""מ",1136753,TASE,אחר,1357,"נדל""ן ובינוי",AA-,מעלות,04/05/16,7.41,שקל חדש,4.00,1.97,"147,855.96",115.85,171.29,0.11,0.37,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ביג אגח ד- ביג מרכזי קניות (2004) בע""מ",1118033,TASE,אחר,1327,"נדל""ן ובינוי",A+,מעלות,22/06/16,2.82,שקל חדש,3.77,1.05,"308,360.00",117.52,362.38,0.08,0.78,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"חברה לישראל אגח 7- החברה לישראל בע""מ",5760160,TASE,אחר,576,השקעות ואחזקות,A+,מעלות,21/02/16,2.35,שקל חדש,4.70,1.98,"54,897.00",127.91,70.22,0.00,0.15,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ירושלים הנפקות אגח ב- ירושלים מימון והנפקות (2005) בע""מ",1096510,TASE,אחר,1248,בנקים,A+,מעלות,01/09/16,0.42,שקל חדש,4.80,3.86,1.00,123.76,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ישרס אגח ו- ישרס חברה להשקעות בע""מ",6130124,TASE,אחר,613,"נדל""ן ובינוי",A1,מידרוג,15/09/16,0.56,שקל חדש,4.80,2.76,"72,469.43",107.20,77.69,0.09,0.17,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ישרס אגח טו- ישרס חברה להשקעות בע""מ",6130207,TASE,אחר,613,"נדל""ן ובינוי",A1,מידרוג,21/09/16,7.32,שקל חדש,1.58,1.76,"447,715.00",99.07,443.55,0.14,0.95,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ישרס אגח יב- ישרס חברה להשקעות בע""מ",6130173,TASE,אחר,613,"נדל""ן ובינוי",A1,מידרוג,24/08/16,2.28,שקל חדש,4.43,1.53,"654,380.03",109.66,717.59,0.17,1.54,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ישרס אגח יג- ישרס חברה להשקעות בע""מ",6130181,TASE,אחר,613,"נדל""ן ובינוי",A1,מידרוג,04/07/16,4.18,שקל חדש,3.48,1.86,"277,320.00",106.35,294.93,0.07,0.63,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"סלע נדלן אגח א- סלע קפיטל נדל""ן בע""מ",1128586,TASE,אחר,1514,"נדל""ן ובינוי",A1,מידרוג,14/02/16,3.69,שקל חדש,2.75,1.37,"70,500.71",106.10,74.80,0.03,0.16,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"סלע נדלן אגח ב- סלע קפיטל נדל""ן בע""מ",1132927,TASE,אחר,1514,"נדל""ן ובינוי",A1,מידרוג,29/09/16,5.43,שקל חדש,2.74,1.91,"1,083,878.76",105.23,"1,140.57",0.21,2.45,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"סלע נדלן ג- סלע קפיטל נדל""ן בע""מ",1138973,TASE,אחר,1514,"נדל""ן ובינוי",A1,מידרוג,22/09/16,7.52,שקל חדש,1.96,2.12,"567,190.00",98.85,560.67,0.23,1.21,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"סלקום אגח ב- סלקום ישראל בע""מ",1096270,TASE,אחר,2066,תקשורת ומדיה,A+,מעלות,25/07/16,0.27,שקל חדש,5.30,3.98,"98,516.00",124.42,122.57,0.05,0.26,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"סלקום אגח ד- סלקום ישראל בע""מ",1107333,TASE,אחר,2066,תקשורת ומדיה,A+,מעלות,01/09/16,0.75,שקל חדש,5.19,1.64,"309,192.00",121.04,374.25,0.10,0.81,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"סלקום אגח ו- סלקום ישראל בע""מ",1125996,TASE,אחר,2066,תקשורת ומדיה,A+,מעלות,30/08/16,1.98,שקל חדש,4.35,1.60,"422,237.00",109.65,462.98,0.06,1.00,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"סלקום אגח ח- סלקום ישראל בע""מ",1132828,TASE,אחר,2066,תקשורת ומדיה,A+,מעלות,13/03/16,4.73,שקל חדש,1.98,2.07,"83,150.00",100.11,83.24,0.01,0.18,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"סלקום אגח י- סלקום ישראל בע""מ",1139245,TASE,אחר,2066,תקשורת ומדיה,A+,מעלות,27/09/16,6.81,שקל חדש,2.45,2.61,"11,000.00",99.12,10.90,0.01,0.02,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"פרטנר אגח ב- חברת פרטנר תקשורת בע""מ",1119320,TASE,אחר,2095,תקשורת ומדיה,A+,מעלות,31/07/16,0.15,שקל חדש,3.40,3.17,"191,571.00",108.98,208.77,0.28,0.45,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"פרטנר אגח ג- חברת פרטנר תקשורת בע""מ",1118827,TASE,אחר,2095,תקשורת ומדיה,A+,מעלות,29/09/16,1.23,שקל חדש,3.35,1.35,"702,882.00",111.86,786.24,0.12,1.69,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"שופרסל אגח ב- שופר-סל בע""מ",7770142,TASE,אחר,777,מסחר,A+,מעלות,14/09/16,1.46,שקל חדש,5.20,1.25,"40,438.00",133.31,53.91,0.01,0.12,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"אגח גירון ג- גירון פיתוח ובניה בע""מ",1125681,TASE,אחר,1130,"נדל""ן ובינוי",A2,מידרוג,22/09/16,2.05,שקל חדש,4.45,1.53,"213,198.41",109.43,233.30,0.20,0.50,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"איי די איי ב שה- איי.די.איי. הנפקות (2010) בע""מ",1121581,TASE,אחר,1566,ביטוח,A2,מידרוג,23/03/16,2.06,שקל חדש,5.00,1.46,"6,700.00",115.25,7.72,0.01,0.02,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"איי.די.איי הנ הת ג- איי.די.איי. הנפקות (2010) בע""מ",1127349,TASE,אחר,1566,ביטוח,A2,מידרוג,14/02/16,3.87,שקל חדש,4.30,1.55,"9,952.00",112.92,11.24,0.01,0.02,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"אשטרום נכ אגח 7- אשטרום נכסים בע""מ",2510139,TASE,אחר,251,"נדל""ן ובינוי",A,מעלות,14/03/16,2.39,שקל חדש,4.25,1.60,"112,069.18",114.63,128.46,0.04,0.28,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"אשטרום נכ אגח 8- אשטרום נכסים בע""מ",2510162,TASE,אחר,251,"נדל""ן ובינוי",A,מעלות,28/09/16,2.97,שקל חדש,4.60,1.71,"469,608.00",110.80,520.33,0.09,1.12,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"אשטרום נכסים אגח 10- אשטרום נכסים בע""מ",2510204,TASE,אחר,251,"נדל""ן ובינוי",A,מעלות,29/09/16,6.82,שקל חדש,3.06,3.19,"148,000.00",99.38,147.08,0.12,0.32,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,נייר חדרה אגח 3- נייר חדרה לשעבר מפעלי נייר,6320071,TASE,אחר,632,"עץ, נייר ודפוס",A,מעלות,18/08/16,1.26,שקל חדש,4.65,1.10,"230,994.59",119.50,276.04,0.55,0.59,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"רבוע נדלן אגח ג- רבוע כחול נדל""ן בע""מ",1115724,TASE,אחר,1349,"נדל""ן ובינוי",A2,מידרוג,22/08/16,1.36,שקל חדש,4.20,0.94,"37,048.00",114.31,42.35,0.02,0.09,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"רבוע נדלן אגח ה- רבוע כחול נדל""ן בע""מ",1130467,TASE,אחר,1349,"נדל""ן ובינוי",A2,מידרוג,27/09/16,4.81,שקל חדש,3.30,2.71,"254,446.00",104.19,265.11,0.04,0.57,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"שלמה אחזקות אגח טז- ש. שלמה החזקות בע""מ לשעבר ניו קופל",1410281,TASE,אחר,141,שירותים,A,מעלות,12/09/16,3.25,שקל חדש,2.15,2.13,"442,343.51",99.80,441.46,0.08,0.95,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"שלמה החזקות אגח יד- ש. שלמה החזקות בע""מ לשעבר ניו קופל",1410265,TASE,אחר,141,שירותים,A,מעלות,14/02/16,1.73,שקל חדש,3.75,2.23,"1,079.58",103.71,1.12,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"אדגר אגח ט- אדגר השקעות ופיתוח בע""מ",1820190,TASE,אחר,182,"נדל""ן ובינוי",A3,מידרוג,29/02/16,5.83,שקל חדש,4.65,3.61,"94,170.00",107.51,101.24,0.02,0.22,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"אפריקה נכסים אגח ה- אפריקה ישראל נכסים בע""מ",1122233,TASE,אחר,1172,"נדל""ן ובינוי",A3,מידרוג,28/09/16,1.53,שקל חדש,5.90,2.15,"385,672.70",112.38,433.42,0.11,0.93,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"אשדר אגח א- אשדר חברה לבניה בע""מ",1104330,TASE,אחר,1448,"נדל""ן ובינוי",A3,מידרוג,25/01/16,2.06,שקל חדש,4.85,2.08,"11,176.41",128.96,14.41,0.00,0.03,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"מבני תעשיה יח- מבני תעשיה בע""מ",2260479,TASE,אחר,226,"נדל""ן ובינוי",A-,מעלות,25/09/16,6.54,שקל חדש,2.85,1.98,"355,096.00",108.22,384.28,0.05,0.83,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"בזן אגח א- בתי זקוק לנפט בע""מ",2590255,TASE,אחר,259,"כימיה, גומי ופלסטיק",BBB+,מעלות,28/09/16,1.92,שקל חדש,4.80,2.20,"484,286.82",124.24,601.68,0.06,1.29,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"בזן סדרה ז- בתי זקוק לנפט בע""מ",2590438,TASE,אחר,259,"כימיה, גומי ופלסטיק",BBB+,מעלות,13/07/16,1.93,שקל חדש,5.69,2.29,"206,278.40",128.20,264.45,0.05,0.57,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"דיסקונט השקעות אגח ו- חברת השקעות דיסקונט בע""מ",6390207,TASE,אחר,639,השקעות ואחזקות,BBB-,מעלות,10/08/16,4.41,שקל חדש,4.95,5.77,"517,202.00",119.94,620.33,0.02,1.33,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,פלאזה סנטרס אגח א- פלאזה סנטרס,1109495,TASE,אחר,1476,"נדל""ן ובינוי",BBB-,מעלות,19/05/16,2.24,שקל חדש,6.00,16.88,"25,761.45",95.76,24.67,0.01,0.05,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
